anchor,positive,negative
Orchestra,Harp,no Harp
Orchestra,Jingle bell,no Orchestra
Orchestra,Jingle bell,no Jingle bell
Orchestra,Musical ensemble,no Orchestra
Orchestra,Musical ensemble,no Musical ensemble
Orchestra,Oboe,no Orchestra
Orchestra,Oboe,no Oboe
Orchestra,Pizzicato,no Orchestra
Orchestra,Pizzicato,no Pizzicato
Orchestra,Saxophone,no Orchestra
Orchestra,Saxophone,no Saxophone
Orchestra,Scratching (performance technique),no Orchestra
Orchestra,Scratching (performance technique),no Scratching (performance technique)
Orchestra,Shofar,no Orchestra
Orchestra,Shofar,no Shofar
Orchestra,Singing bowl,no Orchestra
Orchestra,Singing bowl,no Singing bowl
Orchestra,Soprano saxophone,no Orchestra
Orchestra,Soprano saxophone,no Soprano saxophone
Orchestra,String section,no Orchestra
Orchestra,String section,no String section
Orchestra,Theremin,no Orchestra
Orchestra,Theremin,no Theremin
Orchestra,Trombone,no Orchestra
Orchestra,Trombone,no Trombone
Orchestra,Trumpet,no Orchestra
Orchestra,Trumpet,no Trumpet
Orchestra,Tuning fork,no Orchestra
Orchestra,Tuning fork,no Tuning fork
Orchestra,"Violin, fiddle",no Orchestra
Orchestra,"Violin, fiddle","no Violin, fiddle"
Orchestra,Wind chime,no Orchestra
Orchestra,Wind chime,no Wind chime
Orchestra,"Wind instrument, woodwind instrument",no Orchestra
Orchestra,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Organ,Accordion,no Organ
Organ,Accordion,no Accordion
Organ,Alto saxophone,no Organ
Organ,Alto saxophone,no Alto saxophone
Organ,Bagpipes,no Organ
Organ,Bagpipes,no Bagpipes
Organ,Bass (instrument role),no Organ
Organ,Bass (instrument role),no Bass (instrument role)
Organ,Bass drum,no Organ
Organ,Bass drum,no Bass drum
Organ,Bassoon,no Organ
Organ,Bassoon,no Bassoon
Organ,Bell,no Organ
Organ,Bell,no Bell
Organ,Bicycle bell,no Organ
Organ,Bicycle bell,no Bicycle bell
Organ,Bowed string instrument,no Organ
Organ,Bowed string instrument,no Bowed string instrument
Organ,Brass Instrument,no Organ
Organ,Brass Instrument,no Brass Instrument
Organ,Bugle,no Organ
Organ,Bugle,no Bugle
Organ,Cello,no Organ
Organ,Cello,no Cello
Organ,Change ringing (campanology),no Organ
Organ,Change ringing (campanology),no Change ringing (campanology)
Organ,Chime,no Organ
Organ,Chime,no Chime
Organ,Choir,no Organ
Organ,Choir,no Choir
Organ,Church bell,no Organ
Organ,Church bell,no Church bell
Organ,Clarinet,no Organ
Organ,Clarinet,no Clarinet
Organ,Cornet,no Organ
Organ,Cornet,no Cornet
Organ,Cowbell,no Organ
Organ,Cowbell,no Cowbell
Organ,Crash cymbal,no Organ
Organ,Crash cymbal,no Crash cymbal
Organ,Cymbal,no Organ
Organ,Cymbal,no Cymbal
Organ,Didgeridoo,no Organ
Organ,Didgeridoo,no Didgeridoo
Organ,Double bass,no Organ
Organ,Double bass,no Double bass
Organ,Drum,no Organ
Organ,Drum,no Drum
Organ,Drum kit,no Organ
Organ,Drum kit,no Drum kit
Organ,Drum machine,no Organ
Organ,Drum machine,no Drum machine
Organ,Electric organ,no Organ
Organ,Electric organ,no Electric organ
Organ,Flute,no Organ
Organ,Flute,no Flute
Organ,French horn,no Organ
Organ,French horn,no French horn
Organ,Glockenspiel,no Organ
Organ,Glockenspiel,no Glockenspiel
Organ,Gong,no Organ
Organ,Gong,no Gong
Organ,Hammond organ,no Organ
Organ,Hammond organ,no Hammond organ
Organ,Harmonica,no Organ
Organ,Harmonica,no Harmonica
Organ,Harp,no Organ
Organ,Harp,no Harp
Organ,Harpsichord,no Organ
Organ,Harpsichord,no Harpsichord
Organ,Hi-hat,no Organ
Organ,Hi-hat,no Hi-hat
Organ,Jingle bell,no Organ
Organ,Jingle bell,no Jingle bell
Organ,Mallet percussion,no Organ
Organ,Mallet percussion,no Mallet percussion
Organ,Maraca,no Organ
Organ,Maraca,no Maraca
Organ,"Marimba, xylophone",no Organ
Organ,"Marimba, xylophone","no Marimba, xylophone"
Organ,Mellotron,no Organ
Organ,Mellotron,no Mellotron
Organ,Musical ensemble,no Organ
Organ,Musical ensemble,no Musical ensemble
Organ,Oboe,no Organ
Organ,Oboe,no Oboe
Organ,Orchestra,no Organ
Organ,Orchestra,no Orchestra
Organ,Percussion,no Organ
Organ,Percussion,no Percussion
Organ,Pizzicato,no Organ
Organ,Pizzicato,no Pizzicato
Organ,Rattle (instrument),no Organ
Organ,Rattle (instrument),no Rattle (instrument)
Organ,Sampler,no Organ
Organ,Sampler,no Sampler
Organ,Saxophone,no Organ
Organ,Saxophone,no Saxophone
Organ,Scratching (performance technique),no Organ
Organ,Scratching (performance technique),no Scratching (performance technique)
Organ,Shofar,no Organ
Organ,Shofar,no Shofar
Organ,Singing bowl,no Organ
Organ,Singing bowl,no Singing bowl
Organ,Snare drum,no Organ
Organ,Snare drum,no Snare drum
Organ,Soprano saxophone,no Organ
Organ,Soprano saxophone,no Soprano saxophone
Organ,Steelpan,no Organ
Organ,Steelpan,no Steelpan
Organ,String section,no Organ
Organ,String section,no String section
Organ,Synthesizer,no Organ
Organ,Synthesizer,no Synthesizer
Organ,Tabla,no Organ
Organ,Tabla,no Tabla
Organ,Tambourine,no Organ
Organ,Tambourine,no Tambourine
Organ,Theremin,no Organ
Organ,Theremin,no Theremin
Organ,Timpani,no Organ
Organ,Timpani,no Timpani
Organ,Trombone,no Organ
Organ,Trombone,no Trombone
Organ,Trumpet,no Organ
Organ,Trumpet,no Trumpet
Organ,Tubular bells,no Organ
Organ,Tubular bells,no Tubular bells
Organ,Tuning fork,no Organ
Organ,Tuning fork,no Tuning fork
Organ,Vibraphone,no Organ
Organ,Vibraphone,no Vibraphone
Organ,"Violin, fiddle",no Organ
Organ,"Violin, fiddle","no Violin, fiddle"
Organ,Wind chime,no Organ
Organ,Wind chime,no Wind chime
Organ,"Wind instrument, woodwind instrument",no Organ
Organ,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Organ,Wood block,no Organ
Organ,Wood block,no Wood block
Percussion,Accordion,no Percussion
Percussion,Accordion,no Accordion
Percussion,Alto saxophone,no Percussion
Percussion,Alto saxophone,no Alto saxophone
Percussion,Bagpipes,no Percussion
Percussion,Bagpipes,no Bagpipes
Percussion,Bass (instrument role),no Percussion
Percussion,Bass (instrument role),no Bass (instrument role)
Percussion,Bass drum,no Percussion
Percussion,Bass drum,no Bass drum
Percussion,Bassoon,no Percussion
Percussion,Bassoon,no Bassoon
Percussion,Bell,no Percussion
Percussion,Bell,no Bell
Percussion,Bicycle bell,no Percussion
Percussion,Bicycle bell,no Bicycle bell
Percussion,Bowed string instrument,no Percussion
Percussion,Bowed string instrument,no Bowed string instrument
Percussion,Brass Instrument,no Percussion
Percussion,Brass Instrument,no Brass Instrument
Percussion,Bugle,no Percussion
Percussion,Bugle,no Bugle
Percussion,Cello,no Percussion
Percussion,Cello,no Cello
Percussion,Change ringing (campanology),no Percussion
Percussion,Change ringing (campanology),no Change ringing (campanology)
Percussion,Chime,no Percussion
Percussion,Chime,no Chime
Percussion,Choir,no Percussion
Percussion,Choir,no Choir
Percussion,Church bell,no Percussion
Percussion,Church bell,no Church bell
Percussion,Clarinet,no Percussion
Percussion,Clarinet,no Clarinet
Percussion,Cornet,no Percussion
Percussion,Cornet,no Cornet
Percussion,Cowbell,no Percussion
Percussion,Cowbell,no Cowbell
Percussion,Crash cymbal,no Percussion
Percussion,Crash cymbal,no Crash cymbal
Percussion,Cymbal,no Percussion
Percussion,Cymbal,no Cymbal
Percussion,Didgeridoo,no Percussion
Percussion,Didgeridoo,no Didgeridoo
Percussion,Double bass,no Percussion
Percussion,Double bass,no Double bass
Percussion,Drum,no Percussion
Percussion,Drum,no Drum
Percussion,Drum kit,no Percussion
Percussion,Drum kit,no Drum kit
Percussion,Drum machine,no Percussion
Percussion,Drum machine,no Drum machine
Percussion,Drum roll,no Percussion
Percussion,Drum roll,no Drum roll
Percussion,Flute,no Percussion
Percussion,Flute,no Flute
Percussion,French horn,no Percussion
Percussion,French horn,no French horn
Percussion,Glockenspiel,no Percussion
Percussion,Glockenspiel,no Glockenspiel
Percussion,Gong,no Percussion
Percussion,Gong,no Gong
Percussion,Harmonica,no Percussion
Percussion,Harmonica,no Harmonica
Percussion,Harp,no Percussion
Percussion,Harp,no Harp
Percussion,Hi-hat,no Percussion
Percussion,Hi-hat,no Hi-hat
Percussion,Jingle bell,no Percussion
Percussion,Jingle bell,no Jingle bell
Percussion,Mallet percussion,no Percussion
Percussion,Mallet percussion,no Mallet percussion
Percussion,Maraca,no Percussion
Percussion,Maraca,no Maraca
Percussion,"Marimba, xylophone",no Percussion
Percussion,"Marimba, xylophone","no Marimba, xylophone"
Percussion,Musical ensemble,no Percussion
Percussion,Musical ensemble,no Musical ensemble
Percussion,Oboe,no Percussion
Percussion,Oboe,no Oboe
Percussion,Orchestra,no Percussion
Percussion,Orchestra,no Orchestra
Percussion,Pizzicato,no Percussion
Percussion,Pizzicato,no Pizzicato
Percussion,Rattle (instrument),no Percussion
Percussion,Rattle (instrument),no Rattle (instrument)
Percussion,Rimshot,no Percussion
Percussion,Rimshot,no Rimshot
Percussion,Saxophone,no Percussion
Percussion,Saxophone,no Saxophone
Percussion,Scratching (performance technique),no Percussion
Percussion,Scratching (performance technique),no Scratching (performance technique)
Percussion,Shofar,no Percussion
Percussion,Shofar,no Shofar
Percussion,Singing bowl,no Percussion
Percussion,Singing bowl,no Singing bowl
Percussion,Snare drum,no Percussion
Percussion,Snare drum,no Snare drum
Percussion,Soprano saxophone,no Percussion
Percussion,Soprano saxophone,no Soprano saxophone
Percussion,Steelpan,no Percussion
Percussion,Steelpan,no Steelpan
Percussion,String section,no Percussion
Percussion,String section,no String section
Percussion,Tabla,no Percussion
Percussion,Tabla,no Tabla
Percussion,Tambourine,no Percussion
Percussion,Tambourine,no Tambourine
Percussion,Theremin,no Percussion
Percussion,Theremin,no Theremin
Percussion,Timpani,no Percussion
Percussion,Timpani,no Timpani
Percussion,Trombone,no Percussion
Percussion,Trombone,no Trombone
Percussion,Trumpet,no Percussion
Percussion,Trumpet,no Trumpet
Percussion,Tubular bells,no Percussion
Percussion,Tubular bells,no Tubular bells
Percussion,Tuning fork,no Percussion
Percussion,Tuning fork,no Tuning fork
Percussion,Vibraphone,no Percussion
Percussion,Vibraphone,no Vibraphone
Percussion,"Violin, fiddle",no Percussion
Percussion,"Violin, fiddle","no Violin, fiddle"
Percussion,Wind chime,no Percussion
Percussion,Wind chime,no Wind chime
Percussion,"Wind instrument, woodwind instrument",no Percussion
Percussion,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Percussion,Wood block,no Percussion
Percussion,Wood block,no Wood block
Piano,Accordion,no Piano
Piano,Accordion,no Accordion
Piano,Alto saxophone,no Piano
Piano,Alto saxophone,no Alto saxophone
Piano,Bagpipes,no Piano
Piano,Bagpipes,no Bagpipes
Piano,Bass (instrument role),no Piano
Piano,Bass (instrument role),no Bass (instrument role)
Piano,Bass drum,no Piano
Piano,Bass drum,no Bass drum
Piano,Bassoon,no Piano
Piano,Bassoon,no Bassoon
Piano,Bell,no Piano
Piano,Bell,no Bell
Piano,Bicycle bell,no Piano
Piano,Bicycle bell,no Bicycle bell
Piano,Bowed string instrument,no Piano
Piano,Bowed string instrument,no Bowed string instrument
Piano,Brass Instrument,no Piano
Piano,Brass Instrument,no Brass Instrument
Piano,Bugle,no Piano
Piano,Bugle,no Bugle
Piano,Cello,no Piano
Piano,Cello,no Cello
Piano,Change ringing (campanology),no Piano
Piano,Change ringing (campanology),no Change ringing (campanology)
Piano,Chime,no Piano
Piano,Chime,no Chime
Piano,Choir,no Piano
Piano,Choir,no Choir
Piano,Church bell,no Piano
Piano,Church bell,no Church bell
Piano,Clarinet,no Piano
Piano,Clarinet,no Clarinet
Piano,Clavinet,no Piano
Piano,Clavinet,no Clavinet
Piano,Cornet,no Piano
Piano,Cornet,no Cornet
Piano,Cowbell,no Piano
Piano,Cowbell,no Cowbell
Piano,Crash cymbal,no Piano
Piano,Crash cymbal,no Crash cymbal
Piano,Cymbal,no Piano
Piano,Cymbal,no Cymbal
Piano,Didgeridoo,no Piano
Piano,Didgeridoo,no Didgeridoo
Piano,Double bass,no Piano
Piano,Double bass,no Double bass
Piano,Drum,no Piano
Piano,Drum,no Drum
Piano,Drum kit,no Piano
Piano,Drum kit,no Drum kit
Piano,Drum machine,no Piano
Piano,Drum machine,no Drum machine
Piano,Electric organ,no Piano
Piano,Electric organ,no Electric organ
Piano,Electric piano,no Piano
Piano,Electric piano,no Electric piano
Piano,Flute,no Piano
Piano,Flute,no Flute
Piano,French horn,no Piano
Piano,French horn,no French horn
Piano,Glockenspiel,no Piano
Piano,Glockenspiel,no Glockenspiel
Piano,Gong,no Piano
Piano,Gong,no Gong
Piano,Hammond organ,no Piano
Piano,Hammond organ,no Hammond organ
Piano,Harmonica,no Piano
Piano,Harmonica,no Harmonica
Piano,Harp,no Piano
Piano,Harp,no Harp
Piano,Harpsichord,no Piano
Piano,Harpsichord,no Harpsichord
Piano,Hi-hat,no Piano
Piano,Hi-hat,no Hi-hat
Piano,Jingle bell,no Piano
Piano,Jingle bell,no Jingle bell
Piano,Mallet percussion,no Piano
Piano,Mallet percussion,no Mallet percussion
Piano,Maraca,no Piano
Piano,Maraca,no Maraca
Piano,"Marimba, xylophone",no Piano
Piano,"Marimba, xylophone","no Marimba, xylophone"
Piano,Mellotron,no Piano
Piano,Mellotron,no Mellotron
Piano,Musical ensemble,no Piano
Piano,Musical ensemble,no Musical ensemble
Piano,Oboe,no Piano
Piano,Oboe,no Oboe
Piano,Orchestra,no Piano
Piano,Orchestra,no Orchestra
Piano,Organ,no Piano
Piano,Organ,no Organ
Piano,Percussion,no Piano
Piano,Percussion,no Percussion
Piano,Pizzicato,no Piano
Piano,Pizzicato,no Pizzicato
Piano,Rattle (instrument),no Piano
Piano,Rattle (instrument),no Rattle (instrument)
Piano,Rhodes piano,no Piano
Piano,Rhodes piano,no Rhodes piano
Piano,Sampler,no Piano
Piano,Sampler,no Sampler
Piano,Saxophone,no Piano
Piano,Saxophone,no Saxophone
Piano,Scratching (performance technique),no Piano
Piano,Scratching (performance technique),no Scratching (performance technique)
Piano,Shofar,no Piano
Piano,Shofar,no Shofar
Piano,Singing bowl,no Piano
Piano,Singing bowl,no Singing bowl
Piano,Snare drum,no Piano
Piano,Snare drum,no Snare drum
Piano,Soprano saxophone,no Piano
Piano,Soprano saxophone,no Soprano saxophone
Piano,Steelpan,no Piano
Piano,Steelpan,no Steelpan
Piano,String section,no Piano
Piano,String section,no String section
Piano,Synthesizer,no Piano
Piano,Synthesizer,no Synthesizer
Piano,Tabla,no Piano
Piano,Tabla,no Tabla
Piano,Tambourine,no Piano
Piano,Tambourine,no Tambourine
Piano,Theremin,no Piano
Piano,Theremin,no Theremin
Piano,Timpani,no Piano
Piano,Timpani,no Timpani
Piano,Trombone,no Piano
Piano,Trombone,no Trombone
Piano,Trumpet,no Piano
Piano,Trumpet,no Trumpet
Piano,Tubular bells,no Piano
Piano,Tubular bells,no Tubular bells
Piano,Tuning fork,no Piano
Piano,Tuning fork,no Tuning fork
Piano,Vibraphone,no Piano
Piano,Vibraphone,no Vibraphone
Piano,"Violin, fiddle",no Piano
Piano,"Violin, fiddle","no Violin, fiddle"
Piano,Wind chime,no Piano
Piano,Wind chime,no Wind chime
Piano,"Wind instrument, woodwind instrument",no Piano
Piano,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Piano,Wood block,no Piano
Piano,Wood block,no Wood block
Pizzicato,Accordion,no Pizzicato
Pizzicato,Accordion,no Accordion
Pizzicato,Alto saxophone,no Pizzicato
Pizzicato,Alto saxophone,no Alto saxophone
Pizzicato,Bagpipes,no Pizzicato
Pizzicato,Bagpipes,no Bagpipes
Pizzicato,Bass (instrument role),no Pizzicato
Pizzicato,Bass (instrument role),no Bass (instrument role)
Pizzicato,Bassoon,no Pizzicato
Pizzicato,Bassoon,no Bassoon
Pizzicato,Bell,no Pizzicato
Pizzicato,Bell,no Bell
Pizzicato,Bicycle bell,no Pizzicato
Pizzicato,Bicycle bell,no Bicycle bell
Pizzicato,Cello,no Pizzicato
Pizzicato,Cello,no Cello
Pizzicato,Change ringing (campanology),no Pizzicato
Pizzicato,Change ringing (campanology),no Change ringing (campanology)
Pizzicato,Chime,no Pizzicato
Pizzicato,Chime,no Chime
Pizzicato,Choir,no Pizzicato
Pizzicato,Choir,no Choir
Pizzicato,Church bell,no Pizzicato
Pizzicato,Church bell,no Church bell
Pizzicato,Clarinet,no Pizzicato
Pizzicato,Clarinet,no Clarinet
Pizzicato,Cowbell,no Pizzicato
Pizzicato,Cowbell,no Cowbell
Pizzicato,Didgeridoo,no Pizzicato
Pizzicato,Didgeridoo,no Didgeridoo
Pizzicato,Double bass,no Pizzicato
Pizzicato,Double bass,no Double bass
Pizzicato,Flute,no Pizzicato
Pizzicato,Flute,no Flute
Pizzicato,Harmonica,no Pizzicato
Pizzicato,Harmonica,no Harmonica
Pizzicato,Harp,no Pizzicato
Pizzicato,Harp,no Harp
Pizzicato,Jingle bell,no Pizzicato
Pizzicato,Jingle bell,no Jingle bell
Pizzicato,Musical ensemble,no Pizzicato
Pizzicato,Musical ensemble,no Musical ensemble
Pizzicato,Oboe,no Pizzicato
Pizzicato,Oboe,no Oboe
Pizzicato,Saxophone,no Pizzicato
Pizzicato,Saxophone,no Saxophone
Pizzicato,Scratching (performance technique),no Pizzicato
Pizzicato,Scratching (performance technique),no Scratching (performance technique)
Pizzicato,Shofar,no Pizzicato
Pizzicato,Shofar,no Shofar
Pizzicato,Singing bowl,no Pizzicato
Pizzicato,Singing bowl,no Singing bowl
Pizzicato,Soprano saxophone,no Pizzicato
Pizzicato,Soprano saxophone,no Soprano saxophone
Pizzicato,Theremin,no Pizzicato
Pizzicato,Theremin,no Theremin
Pizzicato,Tuning fork,no Pizzicato
Pizzicato,Tuning fork,no Tuning fork
Pizzicato,Wind chime,no Pizzicato
Pizzicato,Wind chime,no Wind chime
Pizzicato,"Wind instrument, woodwind instrument",no Pizzicato
Pizzicato,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Plucked string instrument,Accordion,no Plucked string instrument
Plucked string instrument,Accordion,no Accordion
Plucked string instrument,Acoustic guitar,no Plucked string instrument
Plucked string instrument,Acoustic guitar,no Acoustic guitar
Plucked string instrument,Alto saxophone,no Plucked string instrument
Plucked string instrument,Alto saxophone,no Alto saxophone
Plucked string instrument,Bagpipes,no Plucked string instrument
Plucked string instrument,Bagpipes,no Bagpipes
Plucked string instrument,Banjo,no Plucked string instrument
Plucked string instrument,Banjo,no Banjo
Plucked string instrument,Bass (instrument role),no Plucked string instrument
Plucked string instrument,Bass (instrument role),no Bass (instrument role)
Plucked string instrument,Bass drum,no Plucked string instrument
Plucked string instrument,Bass drum,no Bass drum
Plucked string instrument,Bass guitar,no Plucked string instrument
Plucked string instrument,Bass guitar,no Bass guitar
Plucked string instrument,Bassoon,no Plucked string instrument
Plucked string instrument,Bassoon,no Bassoon
Plucked string instrument,Bell,no Plucked string instrument
Plucked string instrument,Bell,no Bell
Plucked string instrument,Bicycle bell,no Plucked string instrument
Plucked string instrument,Bicycle bell,no Bicycle bell
Plucked string instrument,Bowed string instrument,no Plucked string instrument
Plucked string instrument,Bowed string instrument,no Bowed string instrument
Plucked string instrument,Brass Instrument,no Plucked string instrument
Plucked string instrument,Brass Instrument,no Brass Instrument
Plucked string instrument,Bugle,no Plucked string instrument
Plucked string instrument,Bugle,no Bugle
Plucked string instrument,Cello,no Plucked string instrument
Plucked string instrument,Cello,no Cello
Plucked string instrument,Change ringing (campanology),no Plucked string instrument
Plucked string instrument,Change ringing (campanology),no Change ringing (campanology)
Plucked string instrument,Chime,no Plucked string instrument
Plucked string instrument,Chime,no Chime
Plucked string instrument,Choir,no Plucked string instrument
Plucked string instrument,Choir,no Choir
Plucked string instrument,Church bell,no Plucked string instrument
Plucked string instrument,Church bell,no Church bell
Plucked string instrument,Clarinet,no Plucked string instrument
Plucked string instrument,Clarinet,no Clarinet
Plucked string instrument,Cornet,no Plucked string instrument
Plucked string instrument,Cornet,no Cornet
Plucked string instrument,Cowbell,no Plucked string instrument
Plucked string instrument,Cowbell,no Cowbell
Plucked string instrument,Crash cymbal,no Plucked string instrument
Plucked string instrument,Crash cymbal,no Crash cymbal
Plucked string instrument,Cymbal,no Plucked string instrument
Plucked string instrument,Cymbal,no Cymbal
Plucked string instrument,Didgeridoo,no Plucked string instrument
Plucked string instrument,Didgeridoo,no Didgeridoo
Plucked string instrument,Double bass,no Plucked string instrument
Plucked string instrument,Double bass,no Double bass
Plucked string instrument,Drum,no Plucked string instrument
Plucked string instrument,Drum,no Drum
Plucked string instrument,Drum kit,no Plucked string instrument
Plucked string instrument,Drum kit,no Drum kit
Plucked string instrument,Drum machine,no Plucked string instrument
Plucked string instrument,Drum machine,no Drum machine
Plucked string instrument,Electric guitar,no Plucked string instrument
Plucked string instrument,Electric guitar,no Electric guitar
Plucked string instrument,Electric organ,no Plucked string instrument
Plucked string instrument,Electric organ,no Electric organ
Plucked string instrument,Electric piano,no Plucked string instrument
Plucked string instrument,Electric piano,no Electric piano
Plucked string instrument,Flute,no Plucked string instrument
Plucked string instrument,Flute,no Flute
Plucked string instrument,French horn,no Plucked string instrument
Plucked string instrument,French horn,no French horn
Plucked string instrument,Glockenspiel,no Plucked string instrument
Plucked string instrument,Glockenspiel,no Glockenspiel
Plucked string instrument,Gong,no Plucked string instrument
Plucked string instrument,Gong,no Gong
Plucked string instrument,Guitar,no Plucked string instrument
Plucked string instrument,Guitar,no Guitar
Plucked string instrument,Hammond organ,no Plucked string instrument
Plucked string instrument,Hammond organ,no Hammond organ
Plucked string instrument,Harmonica,no Plucked string instrument
Plucked string instrument,Harmonica,no Harmonica
Plucked string instrument,Harp,no Plucked string instrument
Plucked string instrument,Harp,no Harp
Plucked string instrument,Harpsichord,no Plucked string instrument
Plucked string instrument,Harpsichord,no Harpsichord
Plucked string instrument,Hi-hat,no Plucked string instrument
Plucked string instrument,Hi-hat,no Hi-hat
Plucked string instrument,Jingle bell,no Plucked string instrument
Plucked string instrument,Jingle bell,no Jingle bell
Plucked string instrument,Keyboard (musical),no Plucked string instrument
Plucked string instrument,Keyboard (musical),no Keyboard (musical)
Plucked string instrument,Mallet percussion,no Plucked string instrument
Plucked string instrument,Mallet percussion,no Mallet percussion
Plucked string instrument,Mandolin,no Plucked string instrument
Plucked string instrument,Mandolin,no Mandolin
Plucked string instrument,Maraca,no Plucked string instrument
Plucked string instrument,Maraca,no Maraca
Plucked string instrument,"Marimba, xylophone",no Plucked string instrument
Plucked string instrument,"Marimba, xylophone","no Marimba, xylophone"
Plucked string instrument,Mellotron,no Plucked string instrument
Plucked string instrument,Mellotron,no Mellotron
Plucked string instrument,Musical ensemble,no Plucked string instrument
Plucked string instrument,Musical ensemble,no Musical ensemble
Plucked string instrument,Oboe,no Plucked string instrument
Plucked string instrument,Oboe,no Oboe
Plucked string instrument,Orchestra,no Plucked string instrument
Plucked string instrument,Orchestra,no Orchestra
Plucked string instrument,Organ,no Plucked string instrument
Plucked string instrument,Organ,no Organ
Plucked string instrument,Percussion,no Plucked string instrument
Plucked string instrument,Percussion,no Percussion
Plucked string instrument,Piano,no Plucked string instrument
Plucked string instrument,Piano,no Piano
Plucked string instrument,Pizzicato,no Plucked string instrument
Plucked string instrument,Pizzicato,no Pizzicato
Plucked string instrument,Rattle (instrument),no Plucked string instrument
Plucked string instrument,Rattle (instrument),no Rattle (instrument)
Plucked string instrument,Sampler,no Plucked string instrument
Plucked string instrument,Sampler,no Sampler
Plucked string instrument,Saxophone,no Plucked string instrument
Plucked string instrument,Saxophone,no Saxophone
Plucked string instrument,Scratching (performance technique),no Plucked string instrument
Plucked string instrument,Scratching (performance technique),no Scratching (performance technique)
Plucked string instrument,Shofar,no Plucked string instrument
Plucked string instrument,Shofar,no Shofar
Plucked string instrument,Singing bowl,no Plucked string instrument
Plucked string instrument,Singing bowl,no Singing bowl
Plucked string instrument,Sitar,no Plucked string instrument
Plucked string instrument,Sitar,no Sitar
Plucked string instrument,Snare drum,no Plucked string instrument
Plucked string instrument,Snare drum,no Snare drum
Plucked string instrument,Soprano saxophone,no Plucked string instrument
Plucked string instrument,Soprano saxophone,no Soprano saxophone
Plucked string instrument,"Steel guitar, slide guitar",no Plucked string instrument
Plucked string instrument,"Steel guitar, slide guitar","no Steel guitar, slide guitar"
Plucked string instrument,Steelpan,no Plucked string instrument
Plucked string instrument,Steelpan,no Steelpan
Plucked string instrument,String section,no Plucked string instrument
Plucked string instrument,String section,no String section
Plucked string instrument,Strum,no Plucked string instrument
Plucked string instrument,Strum,no Strum
Plucked string instrument,Synthesizer,no Plucked string instrument
Plucked string instrument,Synthesizer,no Synthesizer
Plucked string instrument,Tabla,no Plucked string instrument
Plucked string instrument,Tabla,no Tabla
Plucked string instrument,Tambourine,no Plucked string instrument
Plucked string instrument,Tambourine,no Tambourine
Plucked string instrument,Tapping (guitar technique),no Plucked string instrument
Plucked string instrument,Tapping (guitar technique),no Tapping (guitar technique)
Plucked string instrument,Theremin,no Plucked string instrument
Plucked string instrument,Theremin,no Theremin
Plucked string instrument,Timpani,no Plucked string instrument
Plucked string instrument,Timpani,no Timpani
Plucked string instrument,Trombone,no Plucked string instrument
Plucked string instrument,Trombone,no Trombone
Plucked string instrument,Trumpet,no Plucked string instrument
Plucked string instrument,Trumpet,no Trumpet
Plucked string instrument,Tubular bells,no Plucked string instrument
Plucked string instrument,Tubular bells,no Tubular bells
Plucked string instrument,Tuning fork,no Plucked string instrument
Plucked string instrument,Tuning fork,no Tuning fork
Plucked string instrument,Ukulele,no Plucked string instrument
Plucked string instrument,Ukulele,no Ukulele
Plucked string instrument,Vibraphone,no Plucked string instrument
Plucked string instrument,Vibraphone,no Vibraphone
Plucked string instrument,"Violin, fiddle",no Plucked string instrument
Plucked string instrument,"Violin, fiddle","no Violin, fiddle"
Plucked string instrument,Wind chime,no Plucked string instrument
Plucked string instrument,Wind chime,no Wind chime
Plucked string instrument,"Wind instrument, woodwind instrument",no Plucked string instrument
Plucked string instrument,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Plucked string instrument,Wood block,no Plucked string instrument
Plucked string instrument,Wood block,no Wood block
Plucked string instrument,Zither,no Plucked string instrument
Plucked string instrument,Zither,no Zither
Rattle (instrument),Accordion,no Rattle (instrument)
Rattle (instrument),Accordion,no Accordion
Rattle (instrument),Alto saxophone,no Rattle (instrument)
Rattle (instrument),Alto saxophone,no Alto saxophone
Rattle (instrument),Bagpipes,no Rattle (instrument)
Rattle (instrument),Bagpipes,no Bagpipes
Rattle (instrument),Bass (instrument role),no Rattle (instrument)
Rattle (instrument),Bass (instrument role),no Bass (instrument role)
Rattle (instrument),Bassoon,no Rattle (instrument)
Rattle (instrument),Bassoon,no Bassoon
Rattle (instrument),Bell,no Rattle (instrument)
Rattle (instrument),Bell,no Bell
Rattle (instrument),Bicycle bell,no Rattle (instrument)
Rattle (instrument),Bicycle bell,no Bicycle bell
Rattle (instrument),Bowed string instrument,no Rattle (instrument)
Rattle (instrument),Bowed string instrument,no Bowed string instrument
Rattle (instrument),Brass Instrument,no Rattle (instrument)
Rattle (instrument),Brass Instrument,no Brass Instrument
Rattle (instrument),Bugle,no Rattle (instrument)
Rattle (instrument),Bugle,no Bugle
Rattle (instrument),Cello,no Rattle (instrument)
Rattle (instrument),Cello,no Cello
Rattle (instrument),Change ringing (campanology),no Rattle (instrument)
